# time,irradiance west
1629203400000.0,424.87
1629207000000.0,357.42
1629210600000.0,373.55
1629214200000.0,369.22
1629217800000.0,271.21
1629221400000.0,119.12
1629225000000.0,59.53
1629228600000.0,9.55
1629232200000.0,0.13
1629235800000.0,0.01
1629239400000.0,0.0
1629243000000.0,0.02
1629246600000.0,0.0
1629250200000.0,0.01
1629253800000.0,0.03
1629257400000.0,0.0
1629261000000.0,0.03
1629264600000.0,9.02
1629268200000.0,54.7
1629271800000.0,118.55
1629275400000.0,212.2
1629279000000.0,226.36
1629282600000.0,254.26
1629286200000.0,353.2
1629289800000.0,474.22
1629293400000.0,593.38
1629297000000.0,676.12
1629300600000.0,577.51
1629304200000.0,232.64
1629307800000.0,133.75
1629311400000.0,39.26
1629315000000.0,6.38
1629318600000.0,0.05
1629322200000.0,0.02
1629325800000.0,0.02
1629329400000.0,0.02
1629333000000.0,0.03
1629336600000.0,0.02
1629340200000.0,0.0
1629343800000.0,0.02
1629347400000.0,0.04
1629351000000.0,6.51
1629354600000.0,36.14
1629358200000.0,124.53
1629361800000.0,202.19
1629365400000.0,336.01
1629369000000.0,355.86
1629372600000.0,429.79
1629376200000.0,454.85
1629379800000.0,608.36
1629383400000.0,772.86
1629387000000.0,261.32
1629390600000.0,217.12
1629394200000.0,94.43
1629397800000.0,73.57
1629401400000.0,13.23
1629405000000.0,0.05
1629408600000.0,0.03
1629412200000.0,0.03
1629415800000.0,0.01
1629419400000.0,0.01
1629423000000.0,0.01
1629426600000.0,0.0
1629430200000.0,0.01
1629433800000.0,0.01
1629437400000.0,2.17
1629441000000.0,30.67
1629444600000.0,57.62
1629448200000.0,76.95
1629451800000.0,90.24
1629455400000.0,135.46
1629459000000.0,249.42
1629462600000.0,204.59
1629466200000.0,190.54
1629469800000.0,203.68
1629473400000.0,208.8
1629477000000.0,234.69
1629480600000.0,249.81
1629484200000.0,94.47
1629487800000.0,13.44
1629491400000.0,0.07
1629495000000.0,0.02
1629498600000.0,0.02
1629502200000.0,0.01
1629505800000.0,0.01
1629509400000.0,0.0
1629513000000.0,0.03
1629516600000.0,0.02
1629520200000.0,0.01
1629523800000.0,4.38
1629527400000.0,41.51
1629531000000.0,65.66
1629534600000.0,221.11
1629538200000.0,349.29
1629541800000.0,408.43
1629545400000.0,300.59
1629549000000.0,697.62
1629552600000.0,523.97
1629556200000.0,582.44
1629559800000.0,692.93
1629563400000.0,355.97
1629567000000.0,290.62
1629570600000.0,62.2
1629574200000.0,13.99
1629577800000.0,0.07
1629581400000.0,0.02
1629585000000.0,0.01
1629588600000.0,0.02
1629592200000.0,0.02
1629595800000.0,0.02
1629599400000.0,0.0
1629603000000.0,0.01
1629606600000.0,0.02
1629610200000.0,6.0
1629613800000.0,38.34
1629617400000.0,113.22
1629621000000.0,259.68
1629624600000.0,344.41
1629628200000.0,313.03
1629631800000.0,265.79
1629635400000.0,257.29
1629639000000.0,103.44
1629642600000.0,130.54
1629646200000.0,279.28
1629649800000.0,248.16
1629653400000.0,88.48
1629657000000.0,29.23
1629660600000.0,6.78
1629664200000.0,0.03
1629667800000.0,0.01
1629671400000.0,0.01
1629675000000.0,0.02
1629678600000.0,0.01
1629682200000.0,0.0
1629685800000.0,0.01
1629689400000.0,0.02
1629693000000.0,0.03
1629696600000.0,4.65
1629700200000.0,35.52
1629703800000.0,103.83
1629707400000.0,222.3
1629711000000.0,230.83
1629714600000.0,320.45
1629718200000.0,390.52
1629721800000.0,487.04
1629725400000.0,641.06
1629729000000.0,718.39
1629732600000.0,581.91
1629736200000.0,413.41
1629739800000.0,266.32
1629743400000.0,56.43
1629747000000.0,12.02
1629750600000.0,0.02
1629754200000.0,0.02
1629757800000.0,0.02
1629761400000.0,0.04
1629765000000.0,0.02
1629768600000.0,0.02
1629772200000.0,0.01
1629775800000.0,0.02
1629779400000.0,0.03
1629783000000.0,5.48
1629786600000.0,39.9
1629790200000.0,88.83
1629793800000.0,161.75
1629797400000.0,329.84
1629801000000.0,507.46
1629804600000.0,690.16
1629808200000.0,755.42
1629811800000.0,495.0
1629815400000.0,664.71
1629819000000.0,556.41
1629822600000.0,416.53
1629826200000.0,318.03
1629829800000.0,35.77
1629833400000.0,10.76
1629837000000.0,0.05
1629840600000.0,0.0
1629844200000.0,0.03
1629847800000.0,0.01
1629851400000.0,0.0
1629855000000.0,0.01
1629858600000.0,0.01
1629862200000.0,0.0
1629865800000.0,0.02
1629869400000.0,5.22
1629873000000.0,35.87
1629876600000.0,120.23
1629880200000.0,259.34
1629883800000.0,308.77
1629887400000.0,606.37
1629891000000.0,469.97
1629894600000.0,631.12
1629898200000.0,749.34
1629901800000.0,630.2
1629905400000.0,412.93
1629909000000.0,480.89
1629912600000.0,297.22
1629916200000.0,45.42
1629919800000.0,10.56
1629923400000.0,0.05
1629927000000.0,0.0
1629930600000.0,0.01
1629934200000.0,0.02
1629937800000.0,0.02
1629941400000.0,0.01
1629945000000.0,0.01
1629948600000.0,0.01
1629952200000.0,0.03
1629955800000.0,4.53
1629959400000.0,43.96
1629963000000.0,111.0
1629966600000.0,241.09
1629970200000.0,389.33
1629973800000.0,517.58
1629977400000.0,614.39
1629981000000.0,637.0
1629984600000.0,688.02
1629988200000.0,651.73
1629991800000.0,558.62
1629995400000.0,432.37
1629999000000.0,251.82
1630002600000.0,48.7
1630006200000.0,9.12
1630009800000.0,0.01
1630013400000.0,0.03
1630017000000.0,0.01
1630020600000.0,0.0
1630024200000.0,0.02
1630027800000.0,0.01
1630031400000.0,0.0
1630035000000.0,0.01
1630038600000.0,0.02
1630042200000.0,3.86
1630045800000.0,40.27
1630049400000.0,108.99
1630053000000.0,233.62
1630056600000.0,389.74
1630060200000.0,418.29
1630063800000.0,582.41
1630067400000.0,568.36
1630071000000.0,728.08
1630074600000.0,685.48
1630078200000.0,583.57
1630081800000.0,473.55
1630085400000.0,268.38
1630089000000.0,42.84
1630092600000.0,7.4
1630096200000.0,0.02
1630099800000.0,0.0
1630103400000.0,0.01
1630107000000.0,0.02
1630110600000.0,0.03
1630114200000.0,0.01
1630117800000.0,0.02
1630121400000.0,0.02
1630125000000.0,0.0
1630128600000.0,2.46
1630132200000.0,37.3
1630135800000.0,111.17
1630139400000.0,208.03
1630143000000.0,424.29
1630146600000.0,364.99
1630150200000.0,429.74
1630153800000.0,570.05
1630157400000.0,586.46
1630161000000.0,605.4
1630164600000.0,411.57
1630168200000.0,373.52
1630171800000.0,224.68
1630175400000.0,45.52
1630179000000.0,6.48
1630182600000.0,0.01
1630186200000.0,0.01
1630189800000.0,0.02
1630193400000.0,0.02
1630197000000.0,0.0
1630200600000.0,0.0
1630204200000.0,0.0
1630207800000.0,0.03
1630211400000.0,0.03
1630215000000.0,2.79
1630218600000.0,34.18
1630222200000.0,102.84
1630225800000.0,202.28
1630229400000.0,383.05
1630233000000.0,524.58
1630236600000.0,626.6
1630240200000.0,684.77
1630243800000.0,674.2
1630247400000.0,566.96
1630251000000.0,543.74
1630254600000.0,411.68
1630258200000.0,216.23
1630261800000.0,45.79
1630265400000.0,3.85
1630269000000.0,0.02
1630272600000.0,0.01
1630276200000.0,0.01
1630279800000.0,0.0
1630283400000.0,0.02
1630287000000.0,0.02
1630290600000.0,0.01
1630294200000.0,0.01
1630297800000.0,0.01
1630301400000.0,3.02
1630305000000.0,32.94
1630308600000.0,92.06
1630312200000.0,215.58
1630315800000.0,388.17
1630319400000.0,261.57
1630323000000.0,203.07
1630326600000.0,226.91
1630330200000.0,191.73
1630333800000.0,393.18
1630337400000.0,234.19
1630341000000.0,246.52
1630344600000.0,135.74
1630348200000.0,46.6
1630351800000.0,4.36
1630355400000.0,0.02
1630359000000.0,0.02
1630362600000.0,0.01
1630366200000.0,0.03
1630369800000.0,0.02
1630373400000.0,0.03
1630377000000.0,0.01
1630380600000.0,0.01
1630384200000.0,0.01
1630387800000.0,1.34
1630391400000.0,20.93
1630395000000.0,60.93
1630398600000.0,122.45
1630402200000.0,218.83
1630405800000.0,263.6
1630409400000.0,185.23
1630413000000.0,173.23
1630416600000.0,184.82
1630420200000.0,189.38
1630423800000.0,228.98
1630427400000.0,179.79
1630431000000.0,89.27
1630434600000.0,25.25
1630438200000.0,2.41
1630441800000.0,0.01
1630445400000.0,0.01
1630449000000.0,0.0
1630452600000.0,0.02
1630456200000.0,0.01
1630459800000.0,0.01
1630463400000.0,0.0
1630467000000.0,0.03
1630470600000.0,0.02
1630474200000.0,0.55
1630477800000.0,8.35
1630481400000.0,23.4
1630485000000.0,43.68
1630488600000.0,55.63
1630492200000.0,88.02
1630495800000.0,122.49
1630499400000.0,175.06
1630503000000.0,246.02
1630506600000.0,245.34
1630510200000.0,224.11
1630513800000.0,190.77
1630517400000.0,104.13
1630521000000.0,29.82
1630524600000.0,1.78
1630528200000.0,0.02
1630531800000.0,0.02
1630535400000.0,0.02
1630539000000.0,0.01
1630542600000.0,0.03
1630546200000.0,0.03
1630549800000.0,0.01
1630553400000.0,0.03
1630557000000.0,0.01
1630560600000.0,0.54
1630564200000.0,16.41
1630567800000.0,56.05
1630571400000.0,126.0
1630575000000.0,168.41
1630578600000.0,315.42
1630582200000.0,254.06
1630585800000.0,216.03
1630589400000.0,257.25
1630593000000.0,216.51
1630596600000.0,199.36
1630600200000.0,202.65
1630603800000.0,87.0
1630607400000.0,24.85
1630611000000.0,1.31
1630614600000.0,0.01
1630618200000.0,0.01
1630621800000.0,0.04
1630625400000.0,0.0
1630629000000.0,0.01
1630632600000.0,0.03
1630636200000.0,0.01
1630639800000.0,0.0
1630643400000.0,0.01
1630647000000.0,0.72
1630650600000.0,14.85
1630654200000.0,56.37
1630657800000.0,104.13
1630661400000.0,215.18
1630665000000.0,254.52
1630668600000.0,259.27
1630672200000.0,218.12
1630675800000.0,211.01
1630679400000.0,210.52
1630683000000.0,92.59
1630686600000.0,76.12
1630690200000.0,46.33
1630693800000.0,16.48
1630697400000.0,0.88
1630701000000.0,0.03
1630704600000.0,0.01
1630708200000.0,0.0
1630711800000.0,0.01
1630715400000.0,0.01
1630719000000.0,0.0
1630722600000.0,0.02
1630726200000.0,0.03
1630729800000.0,0.03
1630733400000.0,1.02
1630737000000.0,28.45
1630740600000.0,51.11
1630744200000.0,68.89
1630747800000.0,112.93
1630751400000.0,176.36
1630755000000.0,332.53
1630758600000.0,335.64
1630762200000.0,239.16
1630765800000.0,118.33
1630769400000.0,63.13
1630773000000.0,33.5
1630776600000.0,14.01
1630780200000.0,4.22
1630783800000.0,0.27
1630787400000.0,0.02
1630791000000.0,0.03
1630794600000.0,0.01
1630798200000.0,0.04
1630801800000.0,0.01
1630805400000.0,0.02
1630809000000.0,0.04
1630812600000.0,0.01
1630816200000.0,0.03
1630819800000.0,0.65
1630823400000.0,7.76
1630827000000.0,37.35
1630830600000.0,70.38
1630834200000.0,113.59
1630837800000.0,96.12
1630841400000.0,226.53
1630845000000.0,191.05
1630848600000.0,131.63
1630852200000.0,71.19
1630855800000.0,156.85
1630859400000.0,128.06
1630863000000.0,42.1
1630866600000.0,12.27
1630870200000.0,0.77
1630873800000.0,0.03
1630877400000.0,0.01
1630881000000.0,0.01
1630884600000.0,0.03
1630888200000.0,0.01
1630891800000.0,0.02
1630895400000.0,0.03
1630899000000.0,0.03
1630902600000.0,0.0
1630906200000.0,0.33
1630909800000.0,10.04
1630913400000.0,31.57
1630917000000.0,70.47
1630920600000.0,122.92
1630924200000.0,238.45
1630927800000.0,323.89
1630931400000.0,442.56
1630935000000.0,620.25
1630938600000.0,603.77
1630942200000.0,521.95
1630945800000.0,379.29
1630949400000.0,152.8
1630953000000.0,31.1
1630956600000.0,1.56
1630960200000.0,0.01
1630963800000.0,0.0
1630967400000.0,0.03
1630971000000.0,0.01
1630974600000.0,0.03
1630978200000.0,0.04
1630981800000.0,0.03
1630985400000.0,0.02
1630989000000.0,0.02
1630992600000.0,0.83
1630996200000.0,24.68
1630999800000.0,72.61
1631003400000.0,192.33
1631007000000.0,338.52
1631010600000.0,473.3
1631014200000.0,578.98
1631017800000.0,637.25
1631021400000.0,652.77
1631025000000.0,615.81
1631028600000.0,441.58
1631032200000.0,300.34
1631035800000.0,114.47
1631039400000.0,19.13
1631043000000.0,0.59
1631046600000.0,0.03
1631050200000.0,0.01
1631053800000.0,0.02
1631057400000.0,0.0
1631061000000.0,0.03
1631064600000.0,0.0
1631068200000.0,0.0
1631071800000.0,0.0
1631075400000.0,0.03
1631079000000.0,0.65
1631082600000.0,21.46
1631086200000.0,39.12
1631089800000.0,105.52
1631093400000.0,147.76
1631097000000.0,102.72
1631100600000.0,175.95
1631104200000.0,226.82
1631107800000.0,106.03
1631111400000.0,95.08
1631115000000.0,68.56
1631118600000.0,36.54
1631122200000.0,19.02
1631125800000.0,2.9
1631129400000.0,0.11
1631133000000.0,0.01
1631136600000.0,0.01
1631140200000.0,0.03
1631143800000.0,0.02
1631147400000.0,0.0
1631151000000.0,0.01
1631154600000.0,0.02
1631158200000.0,0.0
1631161800000.0,0.01
1631165400000.0,0.38
1631169000000.0,29.46
1631172600000.0,90.09
1631176200000.0,165.84
1631179800000.0,150.2
1631183400000.0,162.88
1631187000000.0,192.25
1631190600000.0,293.07
1631194200000.0,329.74
1631197800000.0,390.4
1631201400000.0,262.99
1631205000000.0,146.99
1631208600000.0,42.67
1631212200000.0,13.12
1631215800000.0,0.26
1631219400000.0,0.02
1631223000000.0,0.03
1631226600000.0,0.02
1631230200000.0,0.01
1631233800000.0,0.01
1631237400000.0,0.01
1631241000000.0,0.01
1631244600000.0,0.02
1631248200000.0,0.03
1631251800000.0,0.19
1631255400000.0,16.25
1631259000000.0,46.55
1631262600000.0,158.74
1631266200000.0,259.49
1631269800000.0,436.99
1631273400000.0,535.54
1631277000000.0,537.3
1631280600000.0,328.42
1631284200000.0,289.14
1631287800000.0,310.33
1631291400000.0,343.47
1631295000000.0,87.56
1631298600000.0,29.56
1631302200000.0,0.66
1631305800000.0,0.01
1631309400000.0,0.02
1631313000000.0,0.01
1631316600000.0,0.0
1631320200000.0,0.02
1631323800000.0,0.01
1631327400000.0,0.0
1631331000000.0,0.02
1631334600000.0,0.0
1631338200000.0,0.23
1631341800000.0,18.71
1631345400000.0,84.79
1631349000000.0,185.64
1631352600000.0,344.89
1631356200000.0,365.75
1631359800000.0,234.92
1631363400000.0,274.79
1631367000000.0,271.3
1631370600000.0,231.83
1631374200000.0,164.01
1631377800000.0,149.09
1631381400000.0,58.85
1631385000000.0,18.15
1631388600000.0,0.22
1631392200000.0,0.01
1631395800000.0,0.0
1631399400000.0,0.0
1631403000000.0,0.0
1631406600000.0,0.03
1631410200000.0,0.01
1631413800000.0,0.01
1631417400000.0,0.03
1631421000000.0,0.0
1631424600000.0,0.08
1631428200000.0,6.27
1631431800000.0,21.33
1631435400000.0,42.71
1631439000000.0,79.45
1631442600000.0,82.46
1631446200000.0,96.25
1631449800000.0,126.3
1631453400000.0,158.31
1631457000000.0,165.23
1631460600000.0,139.55
1631464200000.0,87.0
1631467800000.0,77.4
1631471400000.0,25.87
1631475000000.0,0.21
1631478600000.0,0.01
1631482200000.0,0.02
1631485800000.0,0.0
1631489400000.0,0.0
1631493000000.0,0.02
1631496600000.0,0.01
1631500200000.0,0.0
1631503800000.0,0.02
1631507400000.0,0.02
1631511000000.0,0.03
1631514600000.0,5.92
1631518200000.0,19.64
1631521800000.0,113.43
1631525400000.0,189.0
1631529000000.0,210.19
1631532600000.0,205.85
1631536200000.0,219.68
1631539800000.0,120.0
1631543400000.0,105.9
1631547000000.0,105.79
1631550600000.0,137.56
1631554200000.0,76.58
1631557800000.0,13.05
1631561400000.0,0.09
1631565000000.0,0.01
1631568600000.0,0.02
1631572200000.0,0.02
1631575800000.0,0.01
1631579400000.0,0.02
1631583000000.0,0.02
1631586600000.0,0.03
1631590200000.0,0.02
1631593800000.0,0.03
1631597400000.0,0.1
1631601000000.0,7.88
1631604600000.0,43.39
1631608200000.0,73.12
1631611800000.0,75.38
1631615400000.0,53.45
1631619000000.0,92.53
1631622600000.0,188.14
1631626200000.0,197.64
1631629800000.0,97.13
1631633400000.0,126.34
1631637000000.0,88.79
1631640600000.0,57.97
1631644200000.0,14.71
1631647800000.0,0.18
1631651400000.0,0.03
1631655000000.0,0.01
1631658600000.0,0.01
1631662200000.0,0.02
1631665800000.0,0.0
1631669400000.0,0.03
1631673000000.0,0.0
1631676600000.0,0.01
1631680200000.0,0.0
1631683800000.0,0.1
1631687400000.0,13.03
1631691000000.0,64.52
1631694600000.0,135.38
1631698200000.0,323.53
1631701800000.0,352.59
1631705400000.0,354.9
